42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:00:24.0 (291978)|USER_INFO|[EXTERNAL]|0051r000007nKPL|assh4884@cunning-goat-277018.com|Greenwich Mean Time|GMT+01:00
17:00:24.0 (325316)|EXECUTION_STARTED
17:00:24.0 (329325)|CODE_UNIT_STARTED|[EXTERNAL]|Aura
17:00:24.0 (1731607)|CODE_UNIT_STARTED|[EXTERNAL]|01p1r000007pMQE|DaysPartController.getDaysPart
17:00:24.0 (1956506)|HEAP_ALLOCATE|[72]|Bytes:3
17:00:24.0 (2001470)|HEAP_ALLOCATE|[77]|Bytes:152
17:00:24.0 (2012688)|HEAP_ALLOCATE|[342]|Bytes:408
17:00:24.0 (2024214)|HEAP_ALLOCATE|[355]|Bytes:408
17:00:24.0 (2034673)|HEAP_ALLOCATE|[467]|Bytes:48
17:00:24.0 (2056119)|HEAP_ALLOCATE|[139]|Bytes:6
17:00:24.0 (2069313)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:24.0 (2095432)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:2
17:00:24.0 (2106107)|METHOD_ENTRY|[1]|01p1r000007pMQE|DaysPartController.DaysPartController()
17:00:24.0 (2113318)|STATEMENT_EXECUTE|[1]
17:00:24.0 (2118203)|STATEMENT_EXECUTE|[1]
17:00:24.0 (2148033)|HEAP_ALLOCATE|[50]|Bytes:5
17:00:24.0 (2163777)|HEAP_ALLOCATE|[56]|Bytes:5
17:00:24.0 (2171696)|HEAP_ALLOCATE|[64]|Bytes:7
17:00:24.0 (2197058)|SYSTEM_MODE_ENTER|false
17:00:24.0 (2364893)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
17:00:24.0 (2375252)|SYSTEM_MODE_EXIT|false
17:00:24.0 (2385376)|METHOD_EXIT|[1]|DaysPartController
17:00:24.0 (2398254)|SYSTEM_MODE_ENTER|false
17:00:24.0 (2413284)|HEAP_ALLOCATE|[5]|Bytes:5
17:00:24.0 (2418198)|STATEMENT_EXECUTE|[4]
17:00:24.0 (2419795)|STATEMENT_EXECUTE|[5]
17:00:24.0 (3593306)|HEAP_ALLOCATE|[5]|Bytes:16
17:00:24.0 (3624312)|VARIABLE_SCOPE_BEGIN|[5]|daysPart|Map<String,Days_part__c>|true|false
17:00:24.0 (3794019)|VARIABLE_ASSIGNMENT|[5]|daysPart|{"Morning":{"LastModifiedDate":"2018-03-27T12:50:19.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Morning","SystemModstamp":"2018-03-27T12:50:19.000Z","End__c":12.0,"Separation__c":15.0,"CreatedById":"0051r000007nKPLAA2","Start__c":7.0,"CreatedDate":"2018-03-27T12:50:19.000Z","Id":"a051r00000nYll2AAC","LastModifiedById":"0051r000007nKPLAA2"},"Afternoon":{"LastModifiedDate":"2018-03-27T12:50:47.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Afternoon","SystemModstamp":"2018-03-27T12:50:47.000Z","End__c":17.0,"Separation__c":30.0,"CreatedById":"0051r000007nKPLAA2","Start__c":12.0,"CreatedDate":"2018-03-27T12:50:47.000Z","Id":"a051r00000nYll7AAC","LastModifiedById":"0051r000007nKPLAA2"},"Night":{"LastModifiedDate":"2018-03-27T13:06:14.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Night","SystemModstamp":"2018-03-27T13:06:14.000Z","End__c":23.0,"Separation__c":20.0,"CreatedById":"0051r000007nKPLAA2","Start__c":17.0,"CreatedDate":"2018-03-27T12:51:09.000Z","Id":"a051r00000nYllCAAS","LastModifiedById":"0051r000007nKPLAA2"}}|0x2be264a8
17:00:24.0 (3818718)|STATEMENT_EXECUTE|[6]
17:00:24.0 (3836527)|METHOD_ENTRY|[6]|01p1r000007pMQE|DaysPartController.getTimeCellsBySeparator(Map<String,Days_part__c>)
17:00:24.0 (3867132)|VARIABLE_SCOPE_BEGIN|[13]|daysPart|Map<String,Days_part__c>|true|false
17:00:24.0 (3907523)|VARIABLE_ASSIGNMENT|[13]|daysPart|{"Morning":{"LastModifiedDate":"2018-03-27T12:50:19.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Morning","SystemModstamp":"2018-03-27T12:50:19.000Z","End__c":12.0,"Separation__c":15.0,"CreatedById":"0051r000007nKPLAA2","Start__c":7.0,"CreatedDate":"2018-03-27T12:50:19.000Z","Id":"a051r00000nYll2AAC","LastModifiedById":"0051r000007nKPLAA2"},"Afternoon":{"LastModifiedDate":"2018-03-27T12:50:47.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Afternoon","SystemModstamp":"2018-03-27T12:50:47.000Z","End__c":17.0,"Separation__c":30.0,"CreatedById":"0051r000007nKPLAA2","Start__c":12.0,"CreatedDate":"2018-03-27T12:50:47.000Z","Id":"a051r00000nYll7AAC","LastModifiedById":"0051r000007nKPLAA2"},"Night":{"LastModifiedDate":"2018-03-27T13:06:14.000Z","IsDeleted":false,"SetupOwnerId":"00D1r000000sW7MEAU","Name":"Night","SystemModstamp":"2018-03-27T13:06:14.000Z","End__c":23.0,"Separation__c":20.0,"CreatedById":"0051r000007nKPLAA2","Start__c":17.0,"CreatedDate":"2018-03-27T12:51:09.000Z","Id":"a051r00000nYllCAAS","LastModifiedById":"0051r000007nKPLAA2"}}|0x2be264a8
17:00:24.0 (3941455)|HEAP_ALLOCATE|[15]|Bytes:5
17:00:24.0 (3947189)|STATEMENT_EXECUTE|[13]
17:00:24.0 (3948849)|STATEMENT_EXECUTE|[15]
17:00:24.0 (3972509)|HEAP_ALLOCATE|[15]|Bytes:4
17:00:24.0 (4008628)|VARIABLE_SCOPE_BEGIN|[15]|partAndTime|Map<String,Map<Integer,List<String>>>|true|false
17:00:24.0 (4023069)|VARIABLE_ASSIGNMENT|[15]|partAndTime|{}|0x3c640887
17:00:24.0 (4061073)|HEAP_ALLOCATE|[17]|Bytes:4
17:00:24.0 (4136279)|HEAP_ALLOCATE|[17]|Bytes:37
17:00:24.0 (4158873)|HEAP_ALLOCATE|[17]|Bytes:12
17:00:24.0 (4202583)|HEAP_ALLOCATE|[17]|Bytes:5
17:00:24.0 (4234578)|VARIABLE_SCOPE_BEGIN|[17]|name|String|false|false
17:00:24.0 (4246332)|VARIABLE_ASSIGNMENT|[17]|name|"Morning"
17:00:24.0 (4252243)|STATEMENT_EXECUTE|[17]
17:00:24.0 (4253764)|STATEMENT_EXECUTE|[19]
17:00:24.0 (4368341)|VARIABLE_SCOPE_BEGIN|[19]|startPoint|Integer|false|false
17:00:24.0 (4377673)|HEAP_ALLOCATE|[19]|Bytes:4
17:00:24.0 (4385064)|VARIABLE_ASSIGNMENT|[19]|startPoint|7
17:00:24.0 (4389528)|STATEMENT_EXECUTE|[20]
17:00:24.0 (4439540)|VARIABLE_SCOPE_BEGIN|[20]|endPoint|Integer|false|false
17:00:24.0 (4448449)|HEAP_ALLOCATE|[20]|Bytes:4
17:00:24.0 (4454228)|VARIABLE_ASSIGNMENT|[20]|endPoint|12
17:00:24.0 (4458752)|STATEMENT_EXECUTE|[21]
17:00:24.0 (4500622)|VARIABLE_SCOPE_BEGIN|[21]|separation|Integer|false|false
17:00:24.0 (4507599)|HEAP_ALLOCATE|[21]|Bytes:4
17:00:24.0 (4513468)|VARIABLE_ASSIGNMENT|[21]|separation|15
17:00:24.0 (4517231)|STATEMENT_EXECUTE|[23]
17:00:24.0 (4530494)|HEAP_ALLOCATE|[23]|Bytes:4
17:00:24.0 (4540734)|VARIABLE_SCOPE_BEGIN|[23]|hoursAndMinutes|Map<Integer,List<String>>|true|false
17:00:24.0 (4553981)|VARIABLE_ASSIGNMENT|[23]|hoursAndMinutes|{}|0x5ecefd5c
17:00:24.0 (4560492)|STATEMENT_EXECUTE|[24]
17:00:24.0 (4562498)|VARIABLE_SCOPE_BEGIN|[24]|i|Integer|false|false
17:00:24.0 (4568964)|HEAP_ALLOCATE|[24]|Bytes:4
17:00:24.0 (4573326)|VARIABLE_ASSIGNMENT|[24]|i|7
17:00:24.0 (4580958)|STATEMENT_EXECUTE|[24]
17:00:24.0 (4582317)|STATEMENT_EXECUTE|[25]
17:00:24.0 (4589006)|HEAP_ALLOCATE|[25]|Bytes:4
17:00:24.0 (4605455)|HEAP_ALLOCATE|[25]|Bytes:2
17:00:24.0 (4614303)|VARIABLE_SCOPE_BEGIN|[25]|minutes|List<String>|true|false
17:00:24.0 (4637567)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:00:24.0 (4650307)|VARIABLE_ASSIGNMENT|[25]|minutes|["00"]|0x4272e632
17:00:24.0 (4655590)|STATEMENT_EXECUTE|[26]
17:00:24.0 (4658251)|VARIABLE_SCOPE_BEGIN|[26]|count|Integer|false|false
17:00:24.0 (4664895)|HEAP_ALLOCATE|[26]|Bytes:4
17:00:24.0 (4669123)|VARIABLE_ASSIGNMENT|[26]|count|15
17:00:24.0 (4674569)|STATEMENT_EXECUTE|[27]
17:00:24.0 (4676070)|STATEMENT_EXECUTE|[28]
17:00:24.0 (4707891)|HEAP_ALLOCATE|[28]|Bytes:2
17:00:24.0 (4731069)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:24.0 (4736454)|STATEMENT_EXECUTE|[29]
17:00:24.0 (4740615)|HEAP_ALLOCATE|[29]|Bytes:4
17:00:24.0 (4746153)|VARIABLE_ASSIGNMENT|[29]|count|30
17:00:24.0 (4751172)|STATEMENT_EXECUTE|[27]
17:00:24.0 (4752505)|STATEMENT_EXECUTE|[28]
17:00:24.0 (4760005)|HEAP_ALLOCATE|[28]|Bytes:2
17:00:24.0 (4769561)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:24.0 (4774149)|STATEMENT_EXECUTE|[29]
17:00:24.0 (4776098)|HEAP_ALLOCATE|[29]|Bytes:4
17:00:24.0 (4780206)|VARIABLE_ASSIGNMENT|[29]|count|45
17:00:24.0 (4784298)|STATEMENT_EXECUTE|[27]
17:00:24.0 (4785521)|STATEMENT_EXECUTE|[28]
17:00:24.0 (4791771)|HEAP_ALLOCATE|[28]|Bytes:2
17:00:24.0 (4800832)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:24.0 (4805295)|STATEMENT_EXECUTE|[29]
17:00:24.0 (4807073)|HEAP_ALLOCATE|[29]|Bytes:4
17:00:24.0 (4811455)|VARIABLE_ASSIGNMENT|[29]|count|60
17:00:24.0 (4817428)|STATEMENT_EXECUTE|[31]
17:00:24.0 (4838771)|HEAP_ALLOCATE|[31]|Bytes:4
17:00:24.0 (4846328)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
